_id,villageID,blockID,districtID,schoolName,udiseCode,schoolType,schoolCategory,classFrom,classTo,location,date,__v,medium,schoolImage,updatedAt,schoolMobile,schoolPhone,schoolWebsite,schoolEmail,schoolAddress,schoolFax,curriculum,double,govtBlockId,govtDistrictId,govtVillageId,isActive,clusterCategory,clusterID,clusterName,categoryID,estd_year,managedBy,principalName,principalType,schoolLatitude,schoolLongitude,schoolPinCode,schoolPincode,status,createdAt,principalTeacherID
65e6d9d50e8403051312f3c7,67c6da37ba986c86a92789a4,65e6bb3750589fd54514467f,65e6b420805e43c45e04c5a4,TIROT SING MEMO. GOVT. HR. SECONDARY SCHOOL- LAITKYNSEW,17060603906,Co-ed,10 - Sec. with Hi Sec.,9,12,Rural,2024-03-05T08:37:41.647Z,0,,,2025-07-10T07:29:27.975Z,8258862514,,,,"LAITKYNSEW VIA CHERRAPUNJEE EKH, MEGHALAYA-793108",,,true,170606,1706,170606039,true,Individual School,1706060003,TYRNA-LAITKYNSEW,68060747cdeffb7bc5d9297f,1985,1 - Department of Education,MONDARY RAPTHAP,,25.217725,91.65446,793108,793108,,,
66a397973a1d5979c33d61bf,66a35d9b847ef156cad455f9,66a35d91847ef156cad455df,66a35ba2847ef156cad45591,KYMPRUP UPS SAHSNIANG,17070213604,Co-ed,4 - Upper Primary only,6,8,Rural,,0,,,2025-07-10T07:29:27.974Z,9612546544,,,,SAHSNIANG A B.P.O SAHSNIANG WEST JAINTIA HILLS DIST MEGHALAYA,,,true,170702,1707,170702136,true,Grouping Cluster 1964,1707020006,SAHSNIANG,68060670cdeffb7bc5d9297a,2002,14 - SSA,RIKI STEN,1- Head Master/Principal,25.554558,92.51695,793150,,,2024-07-26T12:33:27.797Z,
66a8c3bb9597a922e647a791,66a35dc4847ef156cad45664,65e6bcde50589fd5451446a1,65e6b420805e43c45e04c5a4,PINE MOUNT SCHOOL,17060900507,Girls only,3 - Pr. with Up.Pr. sec. and H.Sec.,1,12,Rural,,0,,,2025-07-10T07:29:27.974Z,8731023027,,www.pinemountschool.nic.in,principalpinemountschool@gmail.com,LABAN SHILLONG MEGHALAYA 793001,,,true,170609,1706,170609005,true,Individual School,1706090006,MALKI & EUROPEAN WARD,6806064acdeffb7bc5d92979,1900,1 - Department of Education,WERITMON DKHAR,1- Head Master/Principal,25.598,91.82166,793001,,,2024-07-30T10:43:07.749Z,
65e6d9d60e8403051312f40d,65e6bcaa50589fd545144698,65e6bc9650589fd545144695,65e6b420805e43c45e04c5a4,MAWBEH GOVT. LP SCHOOL,17060803901,Co-ed,1 - Primary,1,5,Rural,2024-03-05T08:37:42.716Z,0,,,2025-07-10T07:29:27.974Z,9366635416,,,,MAWBEH BPO MAWKDOK EAST KHASI HILLS,,,true,170608,1706,170608039,true,Individual School,1706080008,MAWBEH,6805f39ecdeffb7bc5d92977,1910,1 - Department of Education,LAPYNSHAI LYNDEM,1- Head Master/Principal,25.35412,91.70494,793108,793108,,,
66a397963a1d5979c33d61a7,66a35d91847ef156cad455e2,66a35d91847ef156cad455df,66a35ba2847ef156cad45591,MOWKAIAW LPS,17070200104,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,9612197757,,,mowkaiawgovtlpschool123@gmail.com,MOWKAIAW VILL WEST JAINTIA HILLS DIST,,,true,170702,1707,170702001,true,Individual School,1707020001,MOWKAIAW,6805f39ecdeffb7bc5d92977,1939,1 - Department of Education,SNIAWHUN HADEM,1- Head Master/Principal,25.524685,92.434711,793150,,,2024-07-26T12:33:26.520Z,
66a8c3b89597a922e647a73d,66a35c31847ef156cad455b6,66a35c2d847ef156cad455a9,66a35ba2847ef156cad45591,SHKENPYRSIT DONGWAH LPS,17070300603,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,9612632517,,,shkenpyrsitdongwahlps@gmail.com,Shkenpyrsit village west jaintia hills district,,,true,170703,1707,170703006,true,Grouping Cluster 1070,1707030001,MUPYUT CLUSTER,6805f39ecdeffb7bc5d92977,2008,14 - SSA,Smt Dril Kassar,1- Head Master/Principal,25.362748,92.146973,793150,,,2024-07-30T10:43:04.526Z,
66a8c3c09597a922e647a817,66a35dfa847ef156cad456d6,65e6bb3750589fd54514467f,65e6b420805e43c45e04c5a4,SUNNY FIELD SSA LP SCHOOL,17060601211,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,9862905718,,,sunnyfieldsecsch@gmail.com,"LAITRYNGEW, SOHRA EAST KHASI HILLS DISTRICT",,,true,170606,1706,170606012,true,Grouping Cluster 443,1706060012,LAITRYNGEW-KHLIEHSHNONG,6805f39ecdeffb7bc5d92977,1997,14 - SSA,DIANGBHA PASSAH,1- Head Master/Principal,25.22985,91.70317,793108,,,2024-07-30T10:43:12.877Z,
65e6d9d70e8403051312f427,65e6bcc550589fd54514469e,65e6bc9650589fd545144695,65e6b420805e43c45e04c5a4,LAITKROH GOVT. LP SCHOOL,17060809302,Co-ed,1 - Primary,1,5,Rural,2024-03-05T08:37:43.110Z,0,,,2025-07-10T07:29:27.974Z,9366310628,,,,LUMMAWKONG MAWJRONG ELAKA LAITKROH PO MAWKDOK EAST KHASI HILLS DISTRICT,,,true,170608,1706,170608093,true,Grouping Cluster 396,1706080002,LAITKROH,6805f39ecdeffb7bc5d92977,1913,1 - Department of Education,LIBARSING LYNGDOH,1- Head Master/Principal,25.44583,91.800366,793108,793108,,,
66a8c3ba9597a922e647a779,66a35dbd847ef156cad4564d,66a35c2d847ef156cad455a9,66a35ba2847ef156cad45591,AMLARI MODEL GOVT LPS,17070306501,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,7421809891,,,amlarimodelgovtlpschool@yahoo.com,Amlari model village westjaintia hills district,,,true,170703,1707,170703065,true,Grouping Cluster 2208,1707030005,SYNDAI CLUSTER,6805f39ecdeffb7bc5d92977,1964,1 - Department of Education,MEBAPYNSHAI KHONGLAH,,25.193424,92.154047,793150,,,2024-07-30T10:43:06.812Z,
660faa5c09c7717671d036b7,67c6dd72ba986c86a927c663,660f8d79ecf58e7e735f49ec,65e6b420805e43c45e04c5a4,UMRYNJAH PRES. SSA UP SCHOOL,17060208802,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:04.085Z,0,,,2025-07-10T07:29:27.974Z,9863119114,,,,Umrynjah Pres UP SChool Mawsiatkhnam Shillong,,,true,170612,1706,170602088,true,Grouping Cluster 925,1706020014,MAWSIATKHNAM,68060670cdeffb7bc5d9297a,2005,14 - SSA,KARALANG SYIEMLIEH,1- Head Master/Principal,25.63972,91.94882,793022,,,,
660faa6009c7717671d03701,660f91353eb127bbef49be2e,65e6ba7050589fd545144673,65e6b420805e43c45e04c5a4,MARY IMMACULATE SSA UP SCHOOL,17060515802,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:08.968Z,0,,,2025-07-10T07:29:27.974Z,7005948662,,,,"KAMARPHIL, P.O. SONATOLA, EAST KHASI HILLS",,,true,170605,1706,170605158,true,Grouping Cluster 2173,1706050010,SONATOLA,68060670cdeffb7bc5d9297a,1995,14 - SSA,SALVIUS C C MARAK,1- Head Master/Principal,25.157974,91.461081,793106,,,,
660faa6209c7717671d03710,67c6df10ba986c86a927e8de,65e6ba7050589fd545144673,65e6b420805e43c45e04c5a4,WEILOI PRES. SSA UP SCHOOL,17060501804,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:10.305Z,0,,,2025-07-10T07:29:27.974Z,9863654738,,,,"WEILOI, EAST KHASI HILLS",,,true,170605,1706,170605018,true,Grouping Cluster 2561,1706050002,WEILOI,68060670cdeffb7bc5d9297a,1983,14 - SSA,SMT BARIJUBANLANG DOHLING,1- Head Master/Principal,25.361262,91.612115,793121,,,,
66a8c3c29597a922e647a847,66a35e0c847ef156cad45707,66a35e0c847ef156cad45704,66a35e0c847ef156cad45701,WILLIAMNAGAR GOVT. HIGHER SECONDARY SCHOOL,17020320104,Co-ed,11 - Hi Sec. only/Jr. College,11,12,Rural,,0,,,2025-07-10T07:29:27.748Z,6009499728,,,wghss19@gmail.com,"WILLIAMNAGAR, EAST GARO HILLS",,,true,170203,1702,170203201,true,Individual School,1702030008,WILLIAMNAGAR CRC,68060761cdeffb7bc5d92980,2000,1 - Department of Education,Johnsen W Momin,1- Head Master/Principal,25.511773,90.597305,794111,,,2024-07-30T10:43:14.674Z,
66a8c3c39597a922e647a853,66a35e10847ef156cad45713,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,DIPOGRE GOVT. LPS,17010202901,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.747Z,9366013846,,,,Dipogre Govt. LP.School P.O Dadenggre West Garo Hills,,,true,170102,1701,170102029,true,Individual School,1701020002,DAMAL ASIM CRC,6805f39ecdeffb7bc5d92977,1962,1 - Department of Education,Jinnamerry A Sangma,1- Head Master/Principal,25.78441,90.18172,794003,,,2024-07-30T10:43:15.107Z,
66a8c3bb9597a922e647a785,66a35dc0847ef156cad45657,66a35c2d847ef156cad455a9,66a35ba2847ef156cad45591,SOHKHA GOVT. HR. SE. SC.,17070310201,Co-ed,5 - Up. Pr. Sec. and Higher Sec,6,12,Rural,,0,,,2025-07-10T07:29:27.974Z,9862259428,,,sohkha_ghss@rediffmail.com,Sohkha mission village west jaintia hills district,,,true,170703,1707,170703102,true,Grouping Cluster 2137,1707030009,SOHKHA CLUSTER,680606a5cdeffb7bc5d9297b,1952,1 - Department of Education,Shri Ritduh Sumer,,25.213526,92.033735,793109,,,2024-07-30T10:43:07.307Z,
66a8c3bd9597a922e647a7bb,65e6b61150589fd545144655,65e6b5ef50589fd545144652,65e6b420805e43c45e04c5a4,IEWRYNGHEP SSA LP SCHOOL,17060201801,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,9856018332,,,click2003iewrynghepschool@gmail.com,MAWNIANGLAH BR ROAD7THMILE,,,true,170602,1706,170602018,true,Grouping Cluster 9,1706020001,5TH MILE,6805f39ecdeffb7bc5d92977,2003,14 - SSA,STEFERDWELL RYNJAH,1- Head Master/Principal,25.58838,91.80287,793009,,,2024-07-30T10:43:09.377Z,
66a8c3c39597a922e647a859,66a35e12847ef156cad45718,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,ST. LITTLE FLOWER LPS,17010207306,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.747Z,8837475196,,,lfhssdadeng@gmail.com,St. Little Flower LPS P.O Dadenggre West Garo Hills,,,true,170102,1701,170102073,true,Individual School,1701020006,AJIGRE CRC,6805f39ecdeffb7bc5d92977,1976,14 - SSA,Fr. Nicholas A Sangma,1- Head Master/Principal,25.725033,90.191796,794003,,,2024-07-30T10:43:15.327Z,
65e6d9d50e8403051312f3ad,67c6dd22ba986c86a927bffe,65e6ba7050589fd545144673,65e6b420805e43c45e04c5a4,NAYAPARA SSA LP SCHOOL,17060514802,Co-ed,1 - Primary,1,5,Rural,2024-03-05T08:37:41.260Z,0,,,2025-07-10T07:29:27.974Z,9615958678,,,,"SYNDITOLA, P.O. SONATOLA, EAST KHASI HILLS",,,true,170605,1706,170605148,true,Grouping Cluster 2174,1706050010,SONATOLA,6805f39ecdeffb7bc5d92977,1994,14 - SSA,SUMIT HAJONG,1- Head Master/Principal,25.14792,91.501279,793106,793106,,,
660faa6109c7717671d0370a,65e6ba8350589fd545144676,65e6ba7050589fd545144673,65e6b420805e43c45e04c5a4,REV. J.J.M.N. ROY SSA UP,17060503402,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:09.934Z,0,,,2025-07-10T07:29:27.974Z,9612362737,,,,MAWSYNRAM VILLAGE EAST KHASI HILLS DISTRICT 793113,,,true,170605,1706,170605034,true,Grouping Cluster 929,1706050003,MAWSYNRAM,68060670cdeffb7bc5d9297a,2003,14 - SSA,SMT JUDISHA KHARSHANDI,1- Head Master/Principal,25.2968167,91.5846267,793113,,,,
660faa6009c7717671d036fb,66a8e44375242cea9417c7b1,65e6ba7050589fd545144673,65e6b420805e43c45e04c5a4,KMAWAN RCUP SSA SCHOOL,17060502202,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:08.392Z,0,,,2025-07-10T07:29:27.974Z,8837071865,,,,"KMAWANRUM VILLAGE, P.O. PONGKUNG-793121",,,true,170605,1706,170605022,true,Grouping Cluster 414,1706050011,LAITMAWSIANG,68060670cdeffb7bc5d9297a,2004,14 - SSA,SHRI ROBINSEN KHARBANI,1- Head Master/Principal,25.388486,91.562485,793121,,,,
65e6d9d30e8403051312f33e,65e6b61150589fd545144655,65e6b5ef50589fd545144652,65e6b420805e43c45e04c5a4,IEWRYNGHEP SECONDARY SCHOOL,17060201805,Co-ed,8 - Secondary Only,9,10,Rural,2024-03-05T08:37:39.507Z,0,,,,,,,,,,,,,,,true,,,,6806071acdeffb7bc5d9297e,,,Principal17060201805,,,,,793009,,,
66a8c3bd9597a922e647a7b5,66a35c3b847ef156cad455d2,65e6b5ef50589fd545144652,65e6b420805e43c45e04c5a4,SAN SHNONG GOVT. LP,17060200403,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,8974907961,,,,SAN SHNONG GOVT LP SCHOOL UMYNGKA NONGKSEH,,,true,170602,1706,170602004,true,Grouping Cluster 1290,1706020012,NONGKSEH,6805f39ecdeffb7bc5d92977,1956,1 - Department of Education,BAIAMON SYIEMLIEH,1- Head Master/Principal,25.569856,91.857534,793005,,,2024-07-30T10:43:09.144Z,
65e6d9d40e8403051312f379,66a8e44075242cea9417c79d,65e6b7c250589fd54514465e,65e6b420805e43c45e04c5a4,JATAH RC LP,17060404401,Co-ed,1 - Primary,1,5,Rural,2024-03-05T08:37:40.457Z,0,,,2025-07-10T07:29:27.974Z,9366746353,,,,JATAHLAKADONG EAST KHASI HILLS,,,true,170604,1706,170604044,true,Individual School,1706040006,JATAH,6805f39ecdeffb7bc5d92977,1970,16 - Non- Govt,OTILIA MUKHIM,1- Head Master/Principal,25.4060423,92.0476807,793015,793015,,,
660faa5d09c7717671d036d7,67c6cccfba986c86a9268e6d,660f8dbdecf58e7e735f49f2,65e6b420805e43c45e04c5a4,MAWPDANG SSA RC UP SCHOOL,17060300201,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:05.993Z,0,,,2025-07-10T07:29:27.974Z,9774971782,,,,MAWPDANG TYNRING EAST KHASI HILLS DISTRICT,,,true,170603,1706,170603002,true,Grouping Cluster 2291,1706030001,TYNRING,68060670cdeffb7bc5d9297a,1930,14 - SSA,PHARLETCY MYLLIEMPDAH,1- Head Master/Principal,25.585248,91.989819,793018,,,,
65e6d9d60e8403051312f41a,65e6bcb650589fd54514469b,65e6bc9650589fd545144695,65e6b420805e43c45e04c5a4,IEWMAWIONG GOVT. LP SCHOOL,17060806603,Co-ed,1 - Primary,1,5,Rural,2024-03-05T08:37:42.908Z,0,,,2025-07-10T07:29:27.974Z,8794854501,,,,IEWMAWIONG LAITLYNGKOT SIRDARSHIP,,,true,170608,1706,170608066,true,Individual School,1706080001,LAITLYNGKOT,6805f39ecdeffb7bc5d92977,1964,1 - Department of Education,KHNONGLANG DIENGDOH,1- Head Master/Principal,25.434982,91.847564,793110,793110,,,
66a8c3be9597a922e647a7df,66a35de1847ef156cad4569e,660f8d79ecf58e7e735f49ec,65e6b420805e43c45e04c5a4,SEVEN HUTS SSA LP SCHOOL,17060209702,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,7005470721,,,, Seven Huts SSA Mawlai Lummawnei,,,true,170612,1706,170602097,true,Grouping Cluster 1313,1706020009,NONGKWAR,6805f39ecdeffb7bc5d92977,2001,14 - SSA,SMT BISYLDA JYRWA,1- Head Master/Principal,25.63988,91.91769,793017,,,2024-07-30T10:43:10.712Z,
66a8c3be9597a922e647a7e5,66a35de3847ef156cad456a3,65e6b63850589fd545144658,65e6b420805e43c45e04c5a4,RITMAWNIEW SSA LP SCHOOL,17060211501,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,6909947482,,,,RIT MAWNIEW VILLAGE PO NONGLYER,,,true,170601,1706,170602115,true,Grouping Cluster 731,1706020002,MAWKRIAH,6805f39ecdeffb7bc5d92977,2005,14 - SSA,REECAVANEE LYNGDOH,1- Head Master/Principal,25.44999,91.71691,793009,,,2024-07-30T10:43:10.954Z,
66a8c3c19597a922e647a82d,66a35e03847ef156cad456ec,65e6bc9650589fd545144695,65e6b420805e43c45e04c5a4,UMTHLI SSA LP SCHOOL,17060800304,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,6009528806,,,umthlilps@gmail.com,UMTHLI RAID NONGKYNRIH KHYRIM SYIEMSHIP,,,true,170608,1706,170608003,true,Grouping Cluster 413,1706080001,LAITLYNGKOT,6805f39ecdeffb7bc5d92977,1996,14 - SSA,ANDORA MAJAW,1- Head Master/Principal,25.38427,91.8081,793110,,,2024-07-30T10:43:13.707Z,
660faa6209c7717671d03717,67c6c802ba986c86a9263541,65e6b5ef50589fd545144652,65e6b420805e43c45e04c5a4,PLITI SYIEM MEMORIAL SSA UPS- LAITKOR,17060211905,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:10.724Z,0,,,2025-07-10T07:29:27.974Z,9856876934,,,,LAITKOR NONGDANENG SHILLONG 793010,,,true,170602,1706,170602119,true,Grouping Cluster 538,1706020005,MADANRITING,68060670cdeffb7bc5d9297a,1991,14 - SSA,D.RYNJAH,1- Head Master/Principal,25.543764,91.895978,793010,,,,
65e6d9d70e8403051312f44f,65e6bd1b50589fd5451446a7,65e6bcde50589fd5451446a1,65e6b420805e43c45e04c5a4,GOVT. BOYS HIGHER SECONDARY,17060901501,Boys only,3 - Pr. with Up.Pr. sec. and H.Sec.,1,12,Urban,2024-03-05T08:37:43.691Z,0,,,2025-07-10T07:29:27.974Z,9863027376,,,,LUMDIENGJRI SHILLONG 793002,,,true,170609,1706,170609015,true,Individual School,1706090003,JAIAW,6806064acdeffb7bc5d92979,1880,1 - Department of Education,Smti KB JYRWA,1- Head Master/Principal,25.61697,91.83217,793002,793002,,,
660faa5e09c7717671d036e3,67c6bbdeba986c86a9254e80,660f8dbdecf58e7e735f49f2,65e6b420805e43c45e04c5a4,PERSARA SSA UP SCHOOL,17060304317,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:06.690Z,0,,,2025-07-10T07:29:27.974Z,9862772951,,,,SOHRYNGKHAM EAST KHASI HILLS DISTRICT,,,true,170603,1706,170603043,true,Grouping Cluster 2943,1706030008,SOHRYNGKHAM,68060670cdeffb7bc5d9297a,1958,14 - SSA,TEIMONLANG KHARMALKI,1- Head Master/Principal,25.550424,91.963734,793021,,,,
66a8c3b99597a922e647a75b,66a35db3847ef156cad45634,66a35c2d847ef156cad455a9,66a35ba2847ef156cad45591,PADU MAWSKU GOVT LPS,17070303601,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.974Z,8575005584,,,,Padumawsku village west jaintia hills district,,,true,170703,1707,170703036,true,Grouping Cluster 2767,1707030011,AMMUTONG CLUSTER,6805f39ecdeffb7bc5d92977,1950,1 - Department of Education,MARBEH POHTAM,1- Head Master/Principal,25.282375,92.033184,793161,,,2024-07-30T10:43:05.673Z,
66a8c3c59597a922e647a889,66a35e21847ef156cad4573c,66a35e19847ef156cad45729,660d0192d83fdbd7e0e8126d,KONGTOKPARA LPS,17010516501,Co-ed,1 - Primary,1,5,Rural,,0,,,2025-07-10T07:29:27.748Z,8787846404,,,,KONGTOKPARA P.O KILLAPARA,,,true,170105,1701,170105165,true,Grouping Cluster 257,1701050011,KILLAPARA CRC,6805f39ecdeffb7bc5d92977,1993,14 - SSA,WARSON MARAK,1- Head Master/Principal,25.217083,90.235731,794103,,,2024-07-30T10:43:17.097Z,
65e6d9d70e8403051312f434,65e6bd1450589fd5451446a4,65e6bcde50589fd5451446a1,65e6b420805e43c45e04c5a4,GOVT. GIRLS HR. SECONDARY SCHOOL,17060901006,Girls only,3 - Pr. with Up.Pr. sec. and H.Sec.,1,12,Urban,2024-03-05T08:37:43.306Z,0,,,2025-07-10T07:29:27.974Z,9863147811,,,,JAIL ROAD SHILLONG 793001,,,true,170609,1706,170609010,true,Individual School,1706090007,KHYNDAI-LAD,6806064acdeffb7bc5d92979,1886,1 - Department of Education,CAMPHOREATA SHALLAM,1- Head Master/Principal,25.60194,91.8306,793001,793001,,,
660faa5c09c7717671d036bd,67c6bf23ba986c86a9258c43,660f8da7ecf58e7e735f49ef,65e6b420805e43c45e04c5a4,CLEAR SPRING SSA UP SCHOOL,17060211602,Co-ed,4 - Upper Primary only,6,8,Rural,2024-04-05T07:38:04.431Z,0,,,2025-07-10T07:29:27.975Z,9856136043,,,,LUMDIENGSOH LOWER MOTINAGAR SHILLONG 14,,,true,170611,1706,170602116,true,Grouping Cluster 1391,1706020006,NONGSHILIANG,68060670cdeffb7bc5d9297a,2009,14 - SSA,Ms M. Badwar,,25.5961,91.9584,793014,,,,
